3,379359.0000,155090.1400,224268.8600,NULL,0.0000,12.00000000,N,0,0,0,0,0.0000,0.0000,145613.2900,0.0000,202,0
4,99908.0500,43554.5200,56353.5300,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,28688.3500,0.0000,202,0
5,38042.1400,9743.7000,28298.4400,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,7077.4500,0.0000,202,0
6,407033.0000,168031.7900,239001.2100,NULL,0.0000,12.00000000,N,0,0,0,0,0.0000,0.0000,157179.1200,0.0000,202,0
7,37050.0000,7019.0100,30030.9900,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,4894.9900,0.0000,202,0
8,156462.0000,63109.0200,93352.9800,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,54156.1900,0.0000,202,0
9,538930.2000,234963.9400,303966.2600,NULL,0.0000,12.00000000,N,0,0,0,0,0.0000,0.0000,218865.5500,0.0000,202,0
10,715301.5600,312030.8900,403270.6700,NULL,0.0000,12.00000000,N,0,0,0,0,0.0000,0.0000,299258.1700,0.0000,202,0
11,147831.0000,49233.7200,98597.2800,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,45918.3900,0.0000,202,0
12,91992.0100,45293.6900,46698.3200,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,28305.6600,0.0000,202,0
13,50541.2200,12943.8100,37597.4100,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,10374.4900,0.0000,202,0
14,45965.0000,8978.9600,36986.0400,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,8830.2400,0.0000,202,0
15,44399.0600,10523.1800,33875.8800,NULL,0.0000,12.00000000,N,0,0,0,0,0.0000,0.0000,8717.0300,0.0000,202,0
16,33946.0000,6287.4400,27658.5600,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,4346.1200,0.0000,202,0
17,38243.7400,8237.1900,30006.5500,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,6041.0700,0.0000,202,0
18,52994.5800,14122.4500,38872.1300,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,11557.1000,0.0000,202,0
19,51354.0800,13145.8700,38208.2100,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,10586.6700,0.0000,202,0
20,51553.7600,13830.0200,37723.7400,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,10638.5900,0.0000,202,0
21,61310.0000,16699.5100,44610.4900,NULL,0.0000,30.41660000,A,0,0,0,0,0.0000,0.0000,13225.4100,0.0000,202,0
